062735|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3040.wav|spectrograms/062735.npy|linear_spectrograms/062735.npy|Poco a poco fui perdiéndole el miedo: me causaba cierto respeto; pero amarle. ¡eso imposible!|poko a poko fwi peɾðjendole el mjeðo: me kaʊsaβa θjeɾto ɾɾespeto; peɾo amaɾle... ¡eso imposiβle!...
056242|spanish|spanish|spanish/19demarzo/19demarzo_3060.wav|spectrograms/056242.npy|linear_spectrograms/056242.npy|se enlazaban a los brazos de su padre, rogándole que huyese. ¡Huir! exclamaba el viejoNo, mil veces no.|se enlaθaβan a los bɾaθos de su paðɾe, ɾɾoɣandole ke ujjese. -¡wiɾ! -eksklamaβa el bjexo. no, mil beθes no.
058256|spanish|spanish|spanish/bailen/bailen_1801.wav|spectrograms/058256.npy|linear_spectrograms/058256.npy|Pues entonces. Por lo mismo que he estado en tan terribles acciones de guerra, tengo miedo. ¡Miedo!| -pwes entonθes... -poɾ lo mismo ke e estaðo en tan teɾɾiβles akθjones de ɡeɾɾa, tɛŋɡo mjeðo. -¡mjeðo!
057602|spanish|spanish|spanish/bailen/bailen_1147.wav|spectrograms/057602.npy|linear_spectrograms/057602.npy|si yo dijera que un elevado personaje, el más poderoso que hoy existe en el mundo,|si ʝo dixeɾa ke un eleβaðo peɾsonaxe, el mas poðeɾoso ke oɪ eksiste en el mundo,
061263|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1568.wav|spectrograms/061263.npy|linear_spectrograms/061263.npy|En una palabra, señor mío -dijo con impaciencia-, ¿qué es lo que queréis que yo haga para serviros?| -en una palaβɾa, seɲoɾ mio -dixo kon impaθjɛnθja, ¿ke es lo ke keɾeis ke ʝo aɣa paɾa seɾβiɾos?
056698|spanish|spanish|spanish/bailen/bailen_0243.wav|spectrograms/056698.npy|linear_spectrograms/056698.npy|Parece que está de acuerdo con nuestro general para operar en combinación y atacar juntos a Bailén.|paɾeθe ke esta de akweɾðo kon nwestɾo xeneɾal paɾa opeɾaɾ en kombinaθjon i atakaɾ xuntos a baɪlen.
061914|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2219.wav|spectrograms/061914.npy|linear_spectrograms/061914.npy|y realizar por la violencia lo que no pude conseguir por otro medio, era sin duda gran atractivo para mi excitado espíritu.|i ɾɾealiθaɾ poɾ la bjolɛnθja lo ke no puðe konseɣiɾ poɾ otɾo meðjo, eɾa sin duða ɡɾan atɾaktiβo paɾa mi eksθitaðo espiɾitu.
058413|spanish|spanish|spanish/bailen/bailen_1958.wav|spectrograms/058413.npy|linear_spectrograms/058413.npy|La señora marquesa de Leiva, al recoger a la señorita Inés, pensó en el modo de legitimarla. Advierto a Usted que desde que la trataron,|la seɲoɾa maɾkesa de leɪβa, al ɾɾekoxeɾ a la seɲoɾita ines, penso en el moðo de lexitimaɾla. aðβjeɾto a usted ke desðe ke la tɾataɾon,
059023|spanish|spanish|spanish/bailen/bailen_2568.wav|spectrograms/059023.npy|linear_spectrograms/059023.npy|sacó una moneda de plata que puso ante la vista de Santorcaz sin permitirle que la tocara. Esto me dio|sako una moneða de plata ke puso ante la bista de santoɾkaθ sin peɾmitiɾle ke la tokaɾa. -esto me djo
056913|spanish|spanish|spanish/bailen/bailen_0458.wav|spectrograms/056913.npy|linear_spectrograms/056913.npy|Esto sí que es bueno. Nada, nada -dijo uno-.|esto si ke es bweno. -naða, naða -dixo uno.
054846|spanish|spanish|spanish/19demarzo/19demarzo_1664.wav|spectrograms/054846.npy|linear_spectrograms/054846.npy|¡Ay! Sr. de Lobo, no diga Vd. que es bastante. Mi abuela según me contaba mi madre, echaba en un día la friolera| -¡aɪ!, seɲoɾ. de loβo, no diɣa uβeðe. ke es bastante. mi aβwela seɣun me kontaβa mi maðɾe, etʃaβa en un dia la fɾioleɾa
057113|spanish|spanish|spanish/bailen/bailen_0658.wav|spectrograms/057113.npy|linear_spectrograms/057113.npy|quieta y relinchante, conteniéndose con sus propias riendas. Pero a pesar de generalizarse la lucha,|kjeta i ɾɾelintʃante, kontenjendose kon sus pɾopjas ɾɾiɛndas. peɾo a pesaɾ de xeneɾaliθaɾse la lutʃa,
064126|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4431.wav|spectrograms/064126.npy|linear_spectrograms/064126.npy|le llevaremos a Madrid, donde tenemos una casa muy grande, grandísima, y en la cual estaremos muy anchos,|le ʎeβaɾemos a maðɾid, donde tenemos una kasa mujj ɡɾande, ɡɾandisima, i en la kwal estaɾemos mujj antʃos,
055164|spanish|spanish|spanish/19demarzo/19demarzo_1982.wav|spectrograms/055164.npy|linear_spectrograms/055164.npy|Cerca del mercado se nos unieron otras muchas personas que, según Lopito, eran cocheros, palafreneros,|θeɾka del meɾkaðo se nos unjeɾon otɾas mutʃas peɾsonas ke, seɣun lopito, eɾan kotʃeɾos, palafɾeneɾos,
063669|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3974.wav|spectrograms/063669.npy|linear_spectrograms/063669.npy|He creído escuchar tan pronto una música del cielo, tan pronto el fragor de cien tempestades que bramaban dentro de un corazón. Nada puedo precisar.|e kɾeiðo eskutʃaɾ tan pɾonto una musika del θjelo, tan pɾonto el fɾaɣoɾ de θjen tempestaðes ke bɾamaβan dɛntɾo de un koɾaθon... naða pweðo pɾeθisaɾ...
063779|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4084.wav|spectrograms/063779.npy|linear_spectrograms/063779.npy|apareció cual siempre le ven mis pecadores ojos. Hermano, hermano, soy feliz y sentiría que estuviera usted cuerdo.|apaɾeθjo kwal sjempɾe le ben mis pekaðoɾes oxos. -eɾmano, eɾmano, soɪ feliθ i sentiɾia ke estuβjeɾa usted kweɾðo.
061434|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1739.wav|spectrograms/061434.npy|linear_spectrograms/061434.npy|enderezando nuestros pasos por calles o callejuelas, pasamos por delante de la catedral, y luego nos internamos de nuevo por varias angostas vías,|endeɾeθando nwestɾos pasos poɾ kaʎes o kaʎexwelas, pasamos poɾ delante de la kateðɾal, i lueɣo nos inteɾnamos de nweβo poɾ baɾjas aŋɡostas bias,
054200|spanish|spanish|spanish/19demarzo/19demarzo_1018.wav|spectrograms/054200.npy|linear_spectrograms/054200.npy|Ambos novios eran de esos que se aprestan a casarse y se casan al fin, sin que los hombres, ni Dios, ni el demonio sepan nunca por qué.|ambos noβjos eɾan de esos ke se apɾestan a kasaɾse i se kasan al fin, sin ke los ombɾes, ni djos, ni el demonjo sepan nunka poɾ ke.
063046|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3351.wav|spectrograms/063046.npy|linear_spectrograms/063046.npy|¿Pero no basta que yo lo diga, no basta mi palabra? ¿Nos conocemos de ayer? ¡Oh! Si a Inés se le dijera lo que a usted han dicho, no lo creería.| ¿peɾo no basta ke ʝo lo diɣa, no basta mi palaβɾa?... ¿nos konoθemos de ajjeɾ? ¡o! si a ines se le dixeɾa lo ke a usted an ditʃo, no lo kɾeeɾia.
063690|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3995.wav|spectrograms/063690.npy|linear_spectrograms/063690.npy|Palabras hermosas; pero no tanto que encubran la vulgaridad de vuestra alma vacía. Yo aparto esa hojarasca y no encuentro nada.|palaβɾas eɾmosas; peɾo no tanto ke enkuβɾan la bulɣaɾiðad de bwestɾa alma baθia. ʝo apaɾto esa oxaɾaska i no enkwɛntɾo naða.
061201|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1506.wav|spectrograms/061201.npy|linear_spectrograms/061201.npy|Tan relamidas expresiones fueron funestísimo augurio para mí, y encomendé mi alma a Dios.|tan ɾɾelamiðas ekspɾesjones fweɾon funestisimo aʊɣuɾjo paɾa mi, i enkomende mi alma a djos.
063130|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3435.wav|spectrograms/063130.npy|linear_spectrograms/063130.npy|así es que aún no habían forzado la puerta los nuestros cuando ya les hacían fuego desde la espadaña de las campanas y desde la claraboya abierta sobre el pórtico.|asi es ke aun no aβian foɾθaðo la pweɾta los nwestɾos kwando ʝa les aθian fweɣo desðe la espaðaɲa de las kampanas i desðe la klaɾaβojja aβjeɾta soβɾe el poɾtiko.
055906|spanish|spanish|spanish/19demarzo/19demarzo_2724.wav|spectrograms/055906.npy|linear_spectrograms/055906.npy|La pobrecita lloraba como un niño y volvía la vista a todos lados, sin duda buscándome con sus ojos.|la poβɾeθita ʎoɾaβa komo un niɲo i bolβia la bista a toðos laðos, sin duða buskandome kon sus oxos.
062578|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2883.wav|spectrograms/062578.npy|linear_spectrograms/062578.npy|Aquí encuentro un sentimiento cuya existencia no sospechaba -dije para mí-;| -aki enkwɛntɾo un sentimjɛnto kujja eksistɛnθja no sospetʃaβa -dixe paɾa mi;
054464|spanish|spanish|spanish/19demarzo/19demarzo_1282.wav|spectrograms/054464.npy|linear_spectrograms/054464.npy|implora por nosotros, si como creo llegas la primera al goce de la eterna dicha.|imploɾa poɾ nosotɾos, si komo kɾeo ʎeɣas la pɾimeɾa al ɡoθe de la eteɾna ditʃa.
063880|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4185.wav|spectrograms/063880.npy|linear_spectrograms/063880.npy|Componíase el tal caserón de dos o tres edificios diversos en tamaño y estructura, que compró, unió y comunicó entre sí|komponiase el tal kaseɾon de dos o tɾes eðifiθjos diβeɾsos en tamaɲo i estɾuktuɾa, ke kompɾo, unjo i komuniko ɛntɾe si
057484|spanish|spanish|spanish/bailen/bailen_1029.wav|spectrograms/057484.npy|linear_spectrograms/057484.npy|En el acto el Emperador manda que la artillería de la guardia dispare algunos cañonazos sobre el hielo para que se hunda,|en el akto el empeɾaðoɾ manda ke la aɾtiʎeɾia de la ɡwaɾðja dispaɾe alɣunos kaɲonaθos soβɾe el jelo paɾa ke se unda,
057838|spanish|spanish|spanish/bailen/bailen_1383.wav|spectrograms/057838.npy|linear_spectrograms/057838.npy|pero con ánimo de satisfacer una imperiosa exigencia de mi alma, que a voces me pedía soledad y|peɾo kon animo de satisfaθeɾ una impeɾjosa eksixɛnθja de mi alma, ke a boθes me peðia soleðad i
054543|spanish|spanish|spanish/19demarzo/19demarzo_1361.wav|spectrograms/054543.npy|linear_spectrograms/054543.npy|cual si me consumiera, como a ellos la mísera pasión del ahorro en su último delirio.|kwal si me konsumjeɾa, komo a eʎos la miseɾa pasjon del aoɾɾo en su ultimo deliɾjo.
059776|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0081.wav|spectrograms/059776.npy|linear_spectrograms/059776.npy|Multitud de comisarios y agentes, escogidos entre la hez de la sociedad,|multitud de komisaɾjos i axɛntes, eskoxiðos ɛntɾe la eθ de la soθjeðad,
055377|spanish|spanish|spanish/19demarzo/19demarzo_2195.wav|spectrograms/055377.npy|linear_spectrograms/055377.npy|han querido que yo no mordiera la tierra sin ver este día. ¡Ay, mi señora doña María Facunda! contestaba otra|an keɾiðo ke ʝo no moɾðjeɾa la tjeɾɾa sin beɾ este dia. -¡aɪ, mi seɲoɾa doɲa maɾia fakunda! -kontestaβa otɾa.
053744|spanish|spanish|spanish/19demarzo/19demarzo_0562.wav|spectrograms/053744.npy|linear_spectrograms/053744.npy|Al día siguiente, como no era posible volverme a Madrid, a causa de que los trajineros pedían fabulosos precios por el viaje, nos reunimos otra vez.|al dia siɣjɛnte, komo no eɾa posiβle bolβeɾme a maðɾid, a kaʊsa de ke los tɾaxineɾos peðian faβulosos pɾeθjos poɾ el bjaxe, nos ɾɾeʊnimos otɾa beθ.
053618|spanish|spanish|spanish/19demarzo/19demarzo_0436.wav|spectrograms/053618.npy|linear_spectrograms/053618.npy|¿Adónde va el padrito? y él, dando codazos a diestra y siniestra, repetía:| - ¿aðonde ba el paðɾito? , i el, dando koðaθos a djestɾa i sinjestɾa, ɾɾepetia:
057231|spanish|spanish|spanish/bailen/bailen_0776.wav|spectrograms/057231.npy|linear_spectrograms/057231.npy|Parecía haber pasado de los cincuenta años, y era alta, gruesa, arrogante, varonil:|paɾeθia aβeɾ pasaðo de los θinkwɛnta aɲos, i eɾa alta, ɡɾuesa, aɾɾoɣante, baɾonil:
060629|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0934.wav|spectrograms/060629.npy|linear_spectrograms/060629.npy|y adoran los caracteres apasionados aunque sean casi salvajes,|i aðoɾan los kaɾakteɾes apasjonaðos aʊnke sean kasi salβaxes,
061273|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1578.wav|spectrograms/061273.npy|linear_spectrograms/061273.npy|Pues qué, ¿así se roban doncellas? La ha robado por satisfacer una venganza, que la venganza es el único goce de su alma perversa;|pwes ke, ¿asi se ɾɾoβan donθeʎas? -la a ɾɾoβaðo poɾ satisfaθeɾ una beŋɡanθa, ke la beŋɡanθa es el uniko ɡoθe de su alma peɾβeɾsa;
057178|spanish|spanish|spanish/bailen/bailen_0723.wav|spectrograms/057178.npy|linear_spectrograms/057178.npy|pero de este socorro apenas podía participar una pequeña parte de la tropa, porque los que estaban en el frente no tenían tiempo para ello.|peɾo de este sokoɾɾo apenas poðia paɾtiθipaɾ una pekeɲa paɾte de la tɾopa, poɾke los ke estaβan en el fɾɛnte no tenian tjempo paɾa eʎo.
058630|spanish|spanish|spanish/bailen/bailen_2175.wav|spectrograms/058630.npy|linear_spectrograms/058630.npy|No puedes figurarte lo que era aquello. Mudos de espanto y ansiedad estábamos todos aquí, atento el oído a los rumores de la calle,|no pweðes fiɣuɾaɾte lo ke eɾa akeʎo. muðos de espanto i ansjeðad estaβamos toðos aki, atɛnto el oiðo a los ɾɾumoɾes de la kaʎe,
063513|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3818.wav|spectrograms/063513.npy|linear_spectrograms/063513.npy|oía los lamentos, pero desconocía aquellas vibraciones quejumbrosas que lastimaban mi oído. Delante, muy cerca,|oia los lamɛntos, peɾo deskonoθia akeʎas biβɾaθjones kexumbɾosas ke lastimaβan mi oiðo. delante, mujj θeɾka,
057082|spanish|spanish|spanish/bailen/bailen_0627.wav|spectrograms/057082.npy|linear_spectrograms/057082.npy|brutales masas devoradas en aquel hervidero de agilidad y de destreza.|bɾutales masas deβoɾaðas en akel eɾβiðeɾo de axiliðad i de destɾeθa.
060404|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0709.wav|spectrograms/060404.npy|linear_spectrograms/060404.npy|Una vez arriba, la desconocida dio algunos pasos. Caballero, os debo la vida|una beθ aɾɾiβa, la deskonoθiða djo alɣunos pasos. -kaβaʎeɾo, os deβo la biða
054965|spanish|spanish|spanish/19demarzo/19demarzo_1783.wav|spectrograms/054965.npy|linear_spectrograms/054965.npy|Nada, nada; aquí mando yo; me pondré guapote, porque yo.|naða, naða; aki mando ʝo; me pondɾe ɡwapote, poɾke ʝo...
063635|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3940.wav|spectrograms/063635.npy|linear_spectrograms/063635.npy|agasajándome y plegándose toda para que no hubiese en mi interior un solo hueco que no estuviese lleno con ella.|aɣasaxandome i pleɣandose toða paɾa ke no uβjese en mi inteɾjoɾ un solo weko ke no estuβjese ʎeno kon eʎa.
055180|spanish|spanish|spanish/19demarzo/19demarzo_1998.wav|spectrograms/055180.npy|linear_spectrograms/055180.npy|y más allá la figura del Anteo de mármol levantado del suelo por Hércules en el grupo de la fuente monumental que limita el llamado Parterre.|i mas aʎa la fiɣuɾa del anteo de maɾmol leβantaðo del swelo poɾ eɾkules en el ɡɾupo de la fwɛnte monumental ke limita el ʎamaðo paɾteɾɾe.
061285|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1590.wav|spectrograms/061285.npy|linear_spectrograms/061285.npy|Últimamente ha venido de Plasencia a Salamanca fingiéndose cómico, y su cuadrilla imitaba tan perfectamente una compañías de la legua,|ultimamente a beniðo de plasɛnθja a salamanka fiŋxjendose komiko, i su kwaðɾiʎa imitaβa tan peɾfektamente una kompaɲias de la leɣwa,
059765|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0070.wav|spectrograms/059765.npy|linear_spectrograms/059765.npy|o al menos no podrán reparar las bajas que continuamente sufren.|o al menos no poðɾan ɾɾepaɾaɾ las baxas ke kontinwamente sufɾen.
063266|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3571.wav|spectrograms/063266.npy|linear_spectrograms/063266.npy|pero sus bravos regimientos estaban reducidos a menos de la mitad. El general Leith acababa de llegar con la quinta división,|peɾo sus bɾaβos ɾɾeximjɛntos estaβan ɾɾeðuθiðos a menos de la mitad. el xeneɾal leɪt akaβaβa de ʎeɣaɾ kon la kinta diβisjon,
064090|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4395.wav|spectrograms/064090.npy|linear_spectrograms/064090.npy|Al oír esto, la condesa, que había corrido a abrazamos, se apartó de nosotros. Fijó los ojos en el suelo con tristeza.|al oiɾ esto, la kondesa, ke aβia koɾɾiðo a aβɾaθamos, se apaɾto de nosotɾos. fixo los oxos en el swelo kon tɾisteθa.
054892|spanish|spanish|spanish/19demarzo/19demarzo_1710.wav|spectrograms/054892.npy|linear_spectrograms/054892.npy|Vale más que todo se quede en casa. ¿Por qué no se le ha de decir de una vez que quiero casarme con ella?|bale mas ke toðo se keðe en kasa . ¿poɾ ke no se le a de deθiɾ de una beθ ke kjeɾo kasaɾme kon eʎa?
057576|spanish|spanish|spanish/bailen/bailen_1121.wav|spectrograms/057576.npy|linear_spectrograms/057576.npy|Sobrina -dijo el marqués-, ya pronto tendremos aquí las tropas de Castaños. ¿Sabes lo que ahora le decía al Señor de Malespina?| -soβɾina -dixo el maɾkes, ʝa pɾonto tendɾemos aki las tɾopas de kastaɲos. ¿saβes lo ke aoɾa le deθia al seɲoɾ de malespina?
062972|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3277.wav|spectrograms/062972.npy|linear_spectrograms/062972.npy|¡Ah! ¿no sabéis? Dicen que va a darse una gran batalla. No lo dudo. Los franceses están hacia Cavarrasa. ¿Cuándo será? Mañana.| ¡a! ¿no saβeis? diθen ke ba a daɾse una ɡɾan bataʎa. -no lo duðo. los fɾanθeses estan aθja kaβaɾɾasa. ¿kwando seɾa? -maɲana...
058110|spanish|spanish|spanish/bailen/bailen_1655.wav|spectrograms/058110.npy|linear_spectrograms/058110.npy|Era el diplomático.|eɾa el diplomatiko.
062922|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3227.wav|spectrograms/062922.npy|linear_spectrograms/062922.npy|después que vuestros soldados han apagado el incendio, quedó un poco de agua para mí. En casa de unos aldeanos me proporcionaron lo preciso para peinarme.|despwes ke bwestɾos solðaðos an apaɣaðo el inθɛndjo, keðo un poko de aɣwa paɾa mi. en kasa de unos alðeanos me pɾopoɾθjonaɾon lo pɾeθiso paɾa peɪnaɾme...
061549|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1854.wav|spectrograms/061549.npy|linear_spectrograms/061549.npy|¿Pero estás llorando, Inés. Siempre dices que no entiendes esto. No puedo borrar de tu alma el recuerdo de otros días.| ¿peɾo estas ʎoɾando, ines...? sjempɾe diθes ke no entjɛndes esto. no pweðo boɾɾaɾ de tu alma el ɾɾekweɾðo de otɾos dias...
056179|spanish|spanish|spanish/19demarzo/19demarzo_2997.wav|spectrograms/056179.npy|linear_spectrograms/056179.npy|Don Celestino estaba conmovido, y yo también, aunque por distinta causa. Sí -continuó el cura-.|don θelestino estaβa konmoβiðo, i ʝo tambjen, aʊnke poɾ distinta kaʊsa. -si -kontinwo el kuɾa.
059803|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0108.wav|spectrograms/059803.npy|linear_spectrograms/059803.npy|así como la guillotina es mejor que la horca, y la policía mucho mejor que la Inquisición.|asi komo la ɡiʎotina es mexoɾ ke la oɾka, i la poliθia mutʃo mexoɾ ke la inkisiθjon.
056645|spanish|spanish|spanish/bailen/bailen_0190.wav|spectrograms/056645.npy|linear_spectrograms/056645.npy|y entonces cada cual valdrá según lo que tenga y lo que sepa. Don Paco se puso verde al oír tales despropósitos,|i entonθes kaða kwal balðɾa seɣun lo ke tɛŋɡa i lo ke sepa. don pako se puso beɾðe al oiɾ tales despɾopositos,
056166|spanish|spanish|spanish/19demarzo/19demarzo_2984.wav|spectrograms/056166.npy|linear_spectrograms/056166.npy|Inés mirándome parecía decirme: ¿Y tú qué piensas?|ines miɾandome paɾeθia deθiɾme: -¿i tu ke pjɛnsas?
054962|spanish|spanish|spanish/19demarzo/19demarzo_1780.wav|spectrograms/054962.npy|linear_spectrograms/054962.npy|Cuide algo más de lo exterior, y no se le presente con esa facha de mozo de cordel, porque las niñas son niñas, Señor Don Mauro,|kwiðe alɣo mas de lo eksteɾjoɾ, i no se le pɾesɛnte kon esa fatʃa de moθo de koɾðel, poɾke las niɲas son niɲas, seɲoɾ don maʊɾo,
061010|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1315.wav|spectrograms/061010.npy|linear_spectrograms/061010.npy|¡Al diablo con los regalos! Nosotros compramos todo, y así, gran imbécil, podrás volverte a tu pueblo.| -¡al djaβlo kon los ɾɾeɣalos! nosotɾos kompɾamos toðo, i asi, ɡɾan imbeθil, poðɾas bolβeɾte a tu pweβlo.
060287|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0592.wav|spectrograms/060287.npy|linear_spectrograms/060287.npy|le dije después de reflexionar un poco sobre lo extraño de aquella aventurajúreme usted que es verdad cuanto ha dicho y que no es su ánimo burlarse de mí.| -le dixe despwes de ɾɾefleksjonaɾ un poko soβɾe lo ekstɾaɲo de akeʎa aβentuɾa xuɾeme usted ke es beɾðad kwanto a ditʃo i ke no es su animo buɾlaɾse de mi.
063895|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4200.wav|spectrograms/063895.npy|linear_spectrograms/063895.npy|Largo rato estuvieron abrazadas madre e hija, confundiendo sus lágrimas, y tan olvidadas del resto de la creación,|laɾɣo ɾɾato estuβjeɾon aβɾaθaðas maðɾe e ixa, komfundjɛndo sus laɣɾimas, i tan olβiðaðas del ɾɾesto de la kɾeaθjon,
056376|spanish|spanish|spanish/19demarzo/19demarzo_3194.wav|spectrograms/056376.npy|linear_spectrograms/056376.npy|no se veía la inmediata de San Pedro la Nueva, aunque la casa hacía esquina a las dos, así es que yo, teniendo siempre a los españoles bajo mis ojos,|no se beia la inmeðjata de san peðɾo la nweβa, aʊnke la kasa aθia eskina a las dos, asi es ke ʝo, tenjɛndo sjempɾe a los espaɲoles baxo mis oxos,
056388|spanish|spanish|spanish/19demarzo/19demarzo_3206.wav|spectrograms/056388.npy|linear_spectrograms/056388.npy|Así sus ignorados nombres alcanzaron la inmortalidad. El estruendo de aquella colisión, los gritos de unos y otros,|asi sus iɡnoɾaðos nombɾes alkanθaɾon la inmoɾtaliðad. el estɾuɛndo de akeʎa kolisjon, los ɡɾitos de unos i otɾos,
054428|spanish|spanish|spanish/19demarzo/19demarzo_1246.wav|spectrograms/054428.npy|linear_spectrograms/054428.npy|que la vida me parecía precio mezquino para comprar el ingreso de la funesta puerta,|ke la biða me paɾeθia pɾeθjo meθkino paɾa kompɾaɾ el iŋɡɾeso de la funesta pweɾta,
057393|spanish|spanish|spanish/bailen/bailen_0938.wav|spectrograms/057393.npy|linear_spectrograms/057393.npy|Cuando nos hizo el cuento, íbamos caballeros en sendos machos que nos facilitaron por poco dinero unos arrieros de Villarta,|kwando nos iθo el kwɛnto, iβamos kaβaʎeɾos en sɛndos matʃos ke nos faθilitaɾon poɾ poko dineɾo unos aɾɾieɾos de biʎaɾta,
064175|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4480.wav|spectrograms/064175.npy|linear_spectrograms/064175.npy|Cerca ya de la noche, un hondo suspiro nos anunció que recobraba de nuevo el conocimiento;|θeɾka ʝa de la notʃe, un ondo suspiɾo nos anunθjo ke ɾɾekoβɾaβa de nweβo el konoθimjɛnto;
059394|spanish|spanish|spanish/bailen/bailen_2939.wav|spectrograms/059394.npy|linear_spectrograms/059394.npy|y si de buenas a primeras me presentara camino de Despeñaperros en compañía del desconocido Santorcaz,|i si de bwenas a pɾimeɾas me pɾesentaɾa kamino de despeɲapeɾɾos en kompaɲia del deskonoθiðo santoɾkaθ,
062731|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3036.wav|spectrograms/062731.npy|linear_spectrograms/062731.npy|y desde aquella noche hasta el fin de la enfermedad que padecí no se apartó de mi lado ni un momento.|i desðe akeʎa notʃe asta el fin de la emfeɾmeðad ke paðeθi no se apaɾto de mi laðo ni un momɛnto.
063483|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3788.wav|spectrograms/063483.npy|linear_spectrograms/063483.npy|y un hilo de sangre vino derecho a mi rostro como una aguja. La bandera quedó en mi poder;|i un ilo de saŋɡɾe bino deɾetʃo a mi ɾɾostɾo komo una aɣuxa. la bandeɾa keðo en mi poðeɾ;
053681|spanish|spanish|spanish/19demarzo/19demarzo_0499.wav|spectrograms/053681.npy|linear_spectrograms/053681.npy|Lo que quiere esa gente es impedir que nos lleven para las Indias a nuestros idolatrados Reyes. ¡Ja, ja! exclamó el sacerdote poniéndose amarillo|lo ke kjeɾe esa xɛnte es impeðiɾ ke nos ʎeβen paɾa las indjas a nwestɾos iðolatɾaðos ɾɾejjes. -¡xa, xa! -eksklamo el saθeɾðote ponjendose amaɾiʎo.
056483|spanish|spanish|spanish/bailen/bailen_0028.wav|spectrograms/056483.npy|linear_spectrograms/056483.npy|Veo que has aprovechado el tiempo en el campamento francésdijo la señora madre con tremenda ironía. Si no me querían dejar| -beo ke as apɾoβetʃaðo el tjempo en el kampamɛnto fɾanθes -dixo la seɲoɾa maðɾe kon tɾemɛnda iɾonia. -si no me keɾian dexaɾ
063901|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4206.wav|spectrograms/063901.npy|linear_spectrograms/063901.npy|Absorta miró tan increíble movimiento la condesa.|aβsoɾta miɾo tan inkɾeiβle moβimjɛnto la kondesa.
060210|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0515.wav|spectrograms/060210.npy|linear_spectrograms/060210.npy|Yo me encontraba dentro de Ciudad-Rodrigo cuando la asaltó el lord en Enero de este mismo año.|ʝo me enkontɾaβa dɛntɾo de θjuðað ɾɾoðɾiɣo kwando la asalto el loɾd en eneɾo de este mismo aɲo.
063168|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3473.wav|spectrograms/063168.npy|linear_spectrograms/063168.npy|Ocupáronse al instante unas casas viejas y unos tejares que había como a sesenta varas a un lado y otro de la ermita, estableciéndose imaginaria línea defensiva,|okupaɾonse al instante unas kasas bjexas i unos texaɾes ke aβia komo a sesɛnta baɾas a un laðo i otɾo de la eɾmita, estaβleθjendose imaxinaɾja linea defensiβa,
063927|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4232.wav|spectrograms/063927.npy|linear_spectrograms/063927.npy|Hablaban sin cesar, pasando de un asunto a otro, sin agotar ninguno, experimentando emociones diversas, siempre sorprendidas, siempre conmovidas,|aβlaβan sin θesaɾ, pasando de un asunto a otɾo, sin aɣotaɾ niŋɡuno, ekspeɾimentando emoθjones diβeɾsas, sjempɾe soɾpɾendiðas, sjempɾe konmoβiðas,
057225|spanish|spanish|spanish/bailen/bailen_0770.wav|spectrograms/057225.npy|linear_spectrograms/057225.npy|habitaciones con zócalo de azulejos amarillos y verdes, puertas de pino lustradas y chapeadas, gran número de arcones, muchas obras de estalle,|aβitaθjones kon θokalo de aθulexos amaɾiʎos i beɾðes, pweɾtas de pino lustɾaðas i tʃapeaðas, ɡɾan numeɾo de aɾkones, mutʃas oβɾas de estaʎe,
