023967|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1011.wav|spectrograms/023967.npy|linear_spectrograms/023967.npy|Weißt du, wo die Harfe liegt, die ich suche? Natürlich, antwortete ebenso rasch die Frau.|vaɪst duː, voː diː haɾfə liːkt, diː ɪç zuːxə? nɑːtyːɾlɪç , antvɔɾtətə eːbənzoː raʃ diː fraʊ.
023509|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0553.wav|spectrograms/023509.npy|linear_spectrograms/023509.npy|das sich bei Kiris aufstampfendem Gang tiefer ins Wasser drückte. Ich will nach Karasaki fahren!|das zɪç baɪ kiːrɪs aʊfʃtampfəndəm ɡaŋ tiːfɜ ɪns vasɜ dɾyktə. ɪç vɪl nɑːx kɑrazɑkiː fɑːrən!
025616|german|german|german/meisterfloh/meisterfloh_0033.wav|spectrograms/025616.npy|linear_spectrograms/025616.npy|vortrefflicher Reuter sein, er mußte es diesmal in irgend etwas verfehlt haben; denn der wilde Pontifex so war das Pferd geheißen|foːɾtɾɛflɪçɜ rɔøtɜ zaɪn, ɛɾ mʊstə ɛs diːsmɑːl ɪn ɪɾɡənt ɛtvɑːs fɛɾfeːlt hɑːbən; dɛn dɛɾ vɪldə pɔntiːfɛks zoː vɑːɾ das pfeːɾt ɡəhaɪsən
023016|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0060.wav|spectrograms/023016.npy|linear_spectrograms/023016.npy|Und in ihrer Brust war eine Leere, so unendlich wie die Nacht über dem Biwasee, als habe sie einen großen Verlust erlitten,|ʊnt ɪn iːrɜ bɾʊst vɑːɾ aɪnə leːrə, zoː ʊnɛntlɪç viː diː naxt yːbɜ deːm biːvazeː, als hɑːbə ziː aɪnən ɡɾoːsən fɛɾlʊst ɛɾlɪtən,
024494|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1538.wav|spectrograms/024494.npy|linear_spectrograms/024494.npy|Oizo konnte nicht Graswürzeleins Gesicht sehen. Er tastete nach der Bank im Schiff,|oːiːtsoː kɔntə nɪçt ɡɾasvyɾtsɛlaɪns ɡəzɪçt zeːən. ɛɾ tastətə nɑːx dɛɾ baŋk ɪm ʃɪf,
026782|german|german|german/meisterfloh/meisterfloh_1199.wav|spectrograms/026782.npy|linear_spectrograms/026782.npy|muß ich nicht wirklich daran glauben, daß das holde Wesen die Prinzessin Gamaheh,|muːs ɪç nɪçt vɪɾklɪç dɑːran ɡlaʊbən, das das hɔldə veːzən diː pɾɪntsɛsiːn ɡɑmɑːeː,
024674|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1718.wav|spectrograms/024674.npy|linear_spectrograms/024674.npy|kann es einem Neuling, der Hasenauge zum erstenmal erzählen hörte, vorkommen, daß er mit dem Mond in Streit gerät.|kan ɛs aɪnəm nɔølɪŋ, dɛɾ hɑzənaʊɡə tsʊm ɛɾʃtɛnmɑːl ɛɾtsɛːlən hœɾtə, foːɾkɔmən, das ɛɾ mɪt deːm mɔnt ɪn ʃtɾaɪt ɡərɛːt.
023943|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0987.wav|spectrograms/023943.npy|linear_spectrograms/023943.npy|da die Eifersucht der Männer grenzenlos ist, und weil dich alle Männer hier hassen. Ata-Mono sagte verwundert:|dɑː diː aɪfɜzuːxt dɛɾ mɛnɜ ɡɾɛntsənloːs ɪst, ʊnt vaɪl dɪç alə mɛnɜ hiːɾ hasən. ɑtɑː moːnoː zɑːɡtə fɛɾvʊndɜt:
029232|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0567.wav|spectrograms/029232.npy|linear_spectrograms/029232.npy|und den der Geist nur zu überfliegen vermag in dunklen geheimnisvollen Ahnungen, die sich nie zum deutlichen Bilde gestalten.|ʊnt deːn dɛɾ ɡaɪst nuːɾ tsuː yːbɜfliːɡən fɛɾmɑːk ɪn dʊŋklən ɡəhaɪmnɪsfɔlən ɑːnʊŋən, diː zɪç niː tsʊm dɔøtlɪçən bɪldə ɡəʃtaltən.
025679|german|german|german/meisterfloh/meisterfloh_0096.wav|spectrograms/025679.npy|linear_spectrograms/025679.npy|kein anderer ist, als die berühmte schöne Stadt Frankfurt am Von den Eltern des Herrn Peregrinus ist eben nichts Besonderes|kaɪn andərɜ ɪst, als diː bəryːmtə ʃøːnə ʃtat fraŋkf??t am fɔn deːn ɛltɜn dɛs hɛɾn peːrɛɡɾiːnʊs ɪst eːbən nɪçts bəzɔndərəs
025632|german|german|german/meisterfloh/meisterfloh_0049.wav|spectrograms/025632.npy|linear_spectrograms/025632.npy|wenn der Autor ins Gelag hinein weiter erzählte, ohne daran zu denken,|vɛn dɛɾ aʊtoːɾ ɪns ɡəlɑːk hɪnaɪn vaɪtɜ ɛɾtsɛːltə, oːnə dɑːran tsuː dɛŋkən,
025339|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2383.wav|spectrograms/025339.npy|linear_spectrograms/025339.npy|und begriff kaum mehr die Unterschiede von Tag und Nacht, von Jugend und Alter,|ʊnt bəɡɾɪf kaʊm meːɾ diː ʊntɜʃiːdə fɔn tɑːk ʊnt naxt, fɔn juːɡənt ʊnt altɜ,
029321|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0656.wav|spectrograms/029321.npy|linear_spectrograms/029321.npy|noch hatte das wilde Leben nicht seine zerstörende Macht geübt|nɔx hatə das vɪldə leːbən nɪçt zaɪnə tsɛɾʃtøːrəndə maxt ɡəyːpt
025702|german|german|german/meisterfloh/meisterfloh_0119.wav|spectrograms/025702.npy|linear_spectrograms/025702.npy|Dann schaute der Knabe wieder das bunte Männlein an mit solchen klugen beredten Blicken, daß es schien,|dan ʃaʊtə dɛɾ knɑːbə viːdɜ das bʊntə mɛnlaɪn an mɪt zoːlçən kluːɡən bəreːtən blɪkən, das ɛs ʃiːn,
026263|german|german|german/meisterfloh/meisterfloh_0680.wav|spectrograms/026263.npy|linear_spectrograms/026263.npy|Ich gehe, Dörtje Elverdink aufzusuchen. Doch damit Ihr nicht mehr ehrliche Leute vexiert Pepusch faßte nach der Schraube,|ɪç ɡeːə, dœɾtjə ɛlfɜdɪŋk aʊftsuːzuːxən.  dɔx dɑːmɪt iːɾ nɪçt meːɾ eːɾlɪçə lɔøtə vɛksiːɾt  peːpʊʃ fastə nɑːx dɛɾ ʃraʊbə,
023574|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0618.wav|spectrograms/023574.npy|linear_spectrograms/023574.npy|dann erlangt seine Seele wieder die alte Unsterblichkeit und den alten Adel seiner Vergangenheit zurück.|dan ɛɾlaŋt zaɪnə zeːlə viːdɜ diː altə ʊnʃtɛɾplɪçkaɪt ʊnt deːn altən ɑdəl zaɪnɜ fɛɾɡaŋənhaɪt tsuːryk.
025747|german|german|german/meisterfloh/meisterfloh_0164.wav|spectrograms/025747.npy|linear_spectrograms/025747.npy|und so gern er es gesehen, daß der Sohn in seine Fußtapfen getreten, so stand er doch gern ab von diesem Wunsch, in der Voraussetzung,|ʊnt zoː ɡɛɾn ɛɾ ɛs ɡəzeːən, das dɛɾ zoːn ɪn zaɪnə fʊstapfən ɡətɾeːtən, zoː ʃtant ɛɾ dɔx ɡɛɾn ap fɔn diːzəm vʊnʃ, ɪn dɛɾ foːraʊszɛtsʊŋ,
024171|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1215.wav|spectrograms/024171.npy|linear_spectrograms/024171.npy|und ich sah, daß alle Kinder ertrunken waren und mich selbst beinahe die Kräfte verließen,|ʊnt ɪç zɑː, das alə kɪndɜ ɛɾtɾʊŋkən vɑːrən ʊnt mɪç zɛlpst baɪnɑːə diː kɾɛftə fɛɾliːsən,
028926|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0261.wav|spectrograms/028926.npy|linear_spectrograms/028926.npy|Er stehe für jede schädliche Wirkung.|ɛɾ ʃteːə fyːɾ jeːdə ʃɛːtlɪçə vɪɾkʊŋ.
024478|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1522.wav|spectrograms/024478.npy|linear_spectrograms/024478.npy|Still! Sie kommen! Oizo wunderte sich, warum er denn still sein solle, da er nicht sprach.|ʃtɪl! ziː kɔmən! oːiːtsoː vʊndɜtə zɪç, vɑːrʊm ɛɾ dɛn ʃtɪl zaɪn zɔlə, dɑː ɛɾ nɪçt ʃpɾɑːx.
029330|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0665.wav|spectrograms/029330.npy|linear_spectrograms/029330.npy|wie sich besinnend, ach, mit meiner Freude, mit meiner Lust ist es nun einmal gar nichts.|viː zɪç bəzɪnənt, ax, mɪt maɪnɜ frɔødə, mɪt maɪnɜ lʊst ɪst ɛs nuːn aɪnmɑːl ɡɑːɾ nɪçts.
028259|german|german|german/meisterfloh/meisterfloh_2676.wav|spectrograms/028259.npy|linear_spectrograms/028259.npy|wie liebliches Morgenrot, und sie ergoß sich nun in Dank und Segenswünsche dafür, daß Peregrinus des Vaters,|viː liːplɪçəs mɔɾɡənroːt, ʊnt ziː ɛɾɡoːs zɪç nuːn ɪn daŋk ʊnt zeːɡənsvynʃə dɑːfyːɾ, das peːrɛɡɾiːnʊs dɛs fɑːtɜs,
024400|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1444.wav|spectrograms/024400.npy|linear_spectrograms/024400.npy|dem dritten und vierten und fünften andere Mädchen von Katata, so daß wir alle merkten:|deːm dɾɪtən ʊnt fiːɾtən ʊnt fynftən andərə mɛːdçən fɔn kɑtatɑː, zoː das viːɾ alə mɛɾktən:
026476|german|german|german/meisterfloh/meisterfloh_0893.wav|spectrograms/026476.npy|linear_spectrograms/026476.npy|und weil auch am Ende der Ausdruck: König! nicht recht paßlich, will ich es aber unterlassen.|ʊnt vaɪl aʊx am ɛndə dɛɾ aʊsdɾʊk: køːnɪç! nɪçt rɛçt pɑːslɪç, vɪl ɪç ɛs ɑːbɜ ʊntɜlasən. 
028351|german|german|german/meisterfloh/meisterfloh_2768.wav|spectrograms/028351.npy|linear_spectrograms/028351.npy|so ist das hienieden nun einmal nicht anders. Überdem nimmt sich eine solche himmlische Liebe als erhabene Poesie sehr gut aus,|zoː ɪst das hiːniːdən nuːn aɪnmɑːl nɪçt andɜs. yːbɜdeːm nɪmt zɪç aɪnə zɔlçə hɪmlɪʃə liːbə als ɛɾhɑbənə poːeːziː zeːɾ ɡuːt aʊs,
027380|german|german|german/meisterfloh/meisterfloh_1797.wav|spectrograms/027380.npy|linear_spectrograms/027380.npy|Peregrinus wollte über Dörtjes Verlust beinahe außer sich geraten. Meister Floh ließ sich aber vernehmen mit tröstenden Worten:|peːrɛɡɾiːnʊs vɔltə yːbɜ dœɾtjəs fɛɾlʊst baɪnɑːə aʊsɜ zɪç ɡərɑːtən. maɪstɜ floː liːs zɪç ɑːbɜ fɛɾneːmən mɪt tɾœstəndən vɔɾtən:
024541|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1585.wav|spectrograms/024541.npy|linear_spectrograms/024541.npy|Es liegen auch ein paar Hügellinien hinter den Bäumen, die sind im Abend wie grünliche Glasglocken.|ɛs liːɡən aʊx aɪn pɑːɾ hyːɡəliːnɪən hɪntɜ deːn bɔømən, diː zɪnt ɪm ɑːbənt viː ɡɾyːnlɪçə ɡlasɡlɔkən.
029197|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0532.wav|spectrograms/029197.npy|linear_spectrograms/029197.npy|Dies ist alles, lieber Lothar, was ich dir auftischen kann, damit du deine Neckerei daran übest.|diːs ɪst aləs, liːbɜ lɔtɑːɾ, vas ɪç diːɾ aʊftɪʃən kan, dɑːmɪt duː daɪnə nɛkeːraɪ dɑːran yːbəst.
030018|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1353.wav|spectrograms/030018.npy|linear_spectrograms/030018.npy|wovon sie krank und matt werde. Endlich machte der Obrist die Bekanntschaft eines berühmten Arztes,|voːvoːn ziː kɾaŋk ʊnt mat vɛɾdə.  ɛntlɪç maxtə dɛɾ ɔpɾɪst diː bəkantʃaft aɪnəs bəryːmtən aɾtstəs,
028613|german|german|german/meisterfloh/meisterfloh_3030.wav|spectrograms/028613.npy|linear_spectrograms/028613.npy|überstrahlt von dem Glanz der reinsten Liebe, wie ein Cherub des Himmels, an Peregrinus' Busen.|yːbɜʃtɾɑːlt fɔn deːm ɡlants dɛɾ raɪnstən liːbə, viː aɪn çeːruːp dɛs hɪməls, an peːrɛɡɾiːnʊs bʊsən.
024893|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1937.wav|spectrograms/024893.npy|linear_spectrograms/024893.npy|stehen in den zehn langen Reihen je fünfhundert aufrechte goldene Götter. Jeder Gott hat zwanzig bis dreißig Arme,|ʃteːən ɪn deːn tseːn laŋən raɪən jeː fynfhʊndɜt aʊfrɛçtə ɡɔldənə ɡœtɜ. jeːdɜ ɡɔt hat tsvantsɪç bɪs dɾaɪsɪç aɾmə,
025856|german|german|german/meisterfloh/meisterfloh_0273.wav|spectrograms/025856.npy|linear_spectrograms/025856.npy|des großen Klapptisches, der in der Mitte des Stübchens befindlich, und begann sofort die wohlverdeckten Weihnachtsgaben aus dem Korbe zu holen.|dɛs ɡɾoːsən klaptɪʃəs, dɛɾ ɪn dɛɾ mɪtə dɛs ʃtypçəns bəfɪntlɪç, ʊnt bəɡan zoːfɔɾt diː voːlfɛɾdɛktən vaɪhnaxtsɡɑːbən aʊs deːm kɔɾbə tsuː hoːlən.
029533|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0868.wav|spectrograms/029533.npy|linear_spectrograms/029533.npy|die sich zwischen Tausenden von seltsamen Muscheln, Korallenstauden,|diː zɪç tsvɪʃən taʊzəndən fɔn zɛltzɑːmən mʊʃəln, koːralɛnstaʊdən,
027847|german|german|german/meisterfloh/meisterfloh_2264.wav|spectrograms/027847.npy|linear_spectrograms/027847.npy|Die Gedanken lauteten: Hoho! willst du da hinaus, mein kluger Patron? Fürwahr,|diː ɡədaŋkən laʊtətən: hoːhoː! vɪlst duː dɑː hɪnaʊs, maɪn kluːɡɜ patɾoːn? fyɾvɑːɾ,
027080|german|german|german/meisterfloh/meisterfloh_1497.wav|spectrograms/027080.npy|linear_spectrograms/027080.npy|ich bis eilf Uhr schlafen darf und teurere Shawls tragen kann als die Frau von Lersner. Ein vorüberfahrender Arzt|ɪç bɪs aɪlɛf uːɾ ʃlɑːfən daɾf ʊnt tɔørərə ʃavls tɾɑːɡən kan als diː fraʊ fɔn lɛɾsnɜ.  aɪn foːryːbɜfɑːrəndɜ aɾtst
026676|german|german|german/meisterfloh/meisterfloh_1093.wav|spectrograms/026676.npy|linear_spectrograms/026676.npy|diese sei auch gleich ohne Anstand hineingeschlüpft, und Herr Swammer habe dann die Türe fest verschlossen und verriegelt. Viel zu sonderbar|diːzə zaɪ aʊx ɡlaɪç oːnə anʃtant hɪnaɪnɡəʃlypft, ʊnt hɛɾ svamɜ hɑːbə dan diː tyːrə fɛst fɛɾʃlɔsən ʊnt fɛɾriːɡəlt. fiːl tsuː zɔndɜbɑːɾ
026661|german|german|german/meisterfloh/meisterfloh_1078.wav|spectrograms/026661.npy|linear_spectrograms/026661.npy|allerlei! erwiderte die Alte schalkisch lächelnd, indem sie in ihrem Geschäft, das Zimmer aufzuräumen, fortfuhr.|alɜlaɪ! ɛɾviːdɜtə diː altə ʃalkɪʃ lɛçəlnt, ɪndeːm ziː ɪn iːrəm ɡəʃɛft, das tsɪmɜ aʊftsuːrɔømən, fɔɾtfuːɾ. 
023499|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0543.wav|spectrograms/023499.npy|linear_spectrograms/023499.npy|wenn der Vollmond draußen neben der roten Laterne scheint? Es regnet immer nachts über Karasaki, sagte das Mädchen|vɛn dɛɾ fɔlmɔnt dɾaʊsən neːbən dɛɾ roːtən lɑtɜnə ʃaɪnt? ɛs rɛɡnət ɪmɜ naxts yːbɜ kɑrazɑkiː , zɑːɡtə das mɛːdçən
026648|german|german|german/meisterfloh/meisterfloh_1065.wav|spectrograms/026648.npy|linear_spectrograms/026648.npy|als Herr Peregrinus sich fürchtete vor den Vorwürfen des alten Weibes. Leise trat die Alte endlich hinein mit dem Kaffee.|als hɛɾ peːrɛɡɾiːnʊs zɪç fyɾçtətə fɔɾ deːn foːɾvyɾfən dɛs altən vaɪbəs. laɪzə tɾɑːt diː altə ɛntlɪç hɪnaɪn mɪt deːm kafeː.
023291|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0335.wav|spectrograms/023291.npy|linear_spectrograms/023291.npy|unter schwarzen, hohen Frisuren, die mit goldenen Nadeln bedeckt sind, enden nicht.|ʊntɜ ʃvaɾtsən, hoːən friːzuːrən, diː mɪt ɡɔldənən nɑdəln bədɛkt zɪnt, ɛndən nɪçt.
029523|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0858.wav|spectrograms/029523.npy|linear_spectrograms/029523.npy|manchmal riesenhaften versteinerten Tieren, manchmal menschlichen Kolossen ähnlich,|mançmɑːl riːzənhaftən fɛɾʃtaɪnɜtən tiːrən, mançmɑːl mɛnʃlɪçən koːlɔsən ɛːnlɪç,
024174|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1218.wav|spectrograms/024174.npy|linear_spectrograms/024174.npy|Amagata, der kräftiger war als ich, nahm mich dann auf seinen Rücken und schwamm mit mir stundenlang viele Seemeilen, bis ans Ufer.|ɑmaɡɑtɑː, dɛɾ kɾɛftɪɡɜ vɑːɾ als ɪç, nɑːm mɪç dan aʊf zaɪnən rykən ʊnt ʃvam mɪt miːɾ ʃtʊndənlaŋ fiːlə zeːmaɪlən, bɪs ans uːfɜ.
027943|german|german|german/meisterfloh/meisterfloh_2360.wav|spectrograms/027943.npy|linear_spectrograms/027943.npy|ob bei Protzler, im Schwan, im Weidenhof oder sonst irgendwo,|ɔp baɪ pɾɔtslɜ, ɪm ʃvɑːn , ɪm vaɪdənhoːf oːdɜ zɔnst ɪɾɡɛndvoː,
028688|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0023.wav|spectrograms/028688.npy|linear_spectrograms/028688.npy|Und woher kommt das alles anders, als daß wir insgesamt recht kindische Kinder sind, daß wir glaubten,|ʊnt voːheːɾ kɔmt das aləs andɜs, als das viːɾ ɪnsɡeːzamt rɛçt kɪndɪʃə kɪndɜ zɪnt, das viːɾ ɡlaʊptən,
024963|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2007.wav|spectrograms/024963.npy|linear_spectrograms/024963.npy|Ein Blitz flog herein, und der große goldene Buddha erschien für den tausendsten Teil einer Sekunde hell bis unter das Dach.|aɪn blɪts floːk hɛraɪn, ʊnt dɛɾ ɡɾoːsə ɡɔldənə bʊdhɑː ɛɾʃiːn fyːɾ deːn taʊzəndstən taɪl aɪnɜ zeːkʊndə hɛl bɪs ʊntɜ das dax.
027843|german|german|german/meisterfloh/meisterfloh_2260.wav|spectrograms/027843.npy|linear_spectrograms/027843.npy|Peregrinus merkte wohl, wie Leuwenhoek sich mühte, ihn von dem Horoskop abzuziehen, und beschloß ganz vernünftig,|peːrɛɡɾiːnʊs mɛɾktə voːl, viː lɔøvənhøːk zɪç myːtə, iːn fɔn deːm hoːrɔskoːp aptsuːtsiːən, ʊnt bəʃloːs ɡants fɛɾnynftɪç,
029910|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1245.wav|spectrograms/029910.npy|linear_spectrograms/029910.npy|ja selbst die Blumen an der Brust. Alles Volk aus der Nähe sammelte sich um den Jüngling,|jɑː zɛlpst diː blʊmən an dɛɾ bɾʊst. aləs fɔlk aʊs dɛɾ nɛːə zaməltə zɪç ʊm deːn jyŋlɪŋ,
028589|german|german|german/meisterfloh/meisterfloh_3006.wav|spectrograms/028589.npy|linear_spectrograms/028589.npy|von dem Ihr getäuscht wurdet, wie neugierige, vorwitzige Kinder. Toren!|fɔn deːm iːɾ ɡətɔøʃt v??dət, viː nɔøɡiːrɪɡə, foːɾvɪtsɪɡə kɪndɜ. toːrən!
026841|german|german|german/meisterfloh/meisterfloh_1258.wav|spectrograms/026841.npy|linear_spectrograms/026841.npy|War aber der Herr Papa ein beschränkter Mensch, auf den ich niemals etwas gab, so ist der Sohn noch verwirrteren Sinnes,|vɑːɾ ɑːbɜ dɛɾ hɛɾ pɑpɑː aɪn bəʃrɛŋktɜ mɛnʃ, aʊf deːn ɪç niːmɑːls ɛtvɑːs ɡɑːp, zoː ɪst dɛɾ zoːn nɔx fɛɾvɪɾtərən zɪnəs,
027177|german|german|german/meisterfloh/meisterfloh_1594.wav|spectrograms/027177.npy|linear_spectrograms/027177.npy|den schwarzen Locken trug. Der empfindliche Schmerz des Stoßes an den eckicht geschliffenen Steinen|deːn ʃvaɾtsən lɔkən tɾuːk. dɛɾ ɛmpfɪntlɪçə ʃmɛɾts dɛs ʃtoːsəs an deːn ɛkɪçt ɡəʃlɪfənən ʃtaɪnən
028655|german|german|german/meisterfloh/meisterfloh_3072.wav|spectrograms/028655.npy|linear_spectrograms/028655.npy|doch werde ich euch treu und freundlich gewogen bleiben immerdar, und ihr sollt meine Gegenwart auf euch ergötzliche Weise verspüren.|dɔx vɛɾdə ɪç ɔøç tɾɔø ʊnt frɔøntlɪç ɡəvoːɡən blaɪbən ɪmɜdɑːɾ, ʊnt iːɾ zɔlt maɪnə ɡeːɡənvaɾt aʊf ɔøç ɛɾɡœtslɪçə vaɪzə fɛɾʃpyːrən.
029614|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0949.wav|spectrograms/029614.npy|linear_spectrograms/029614.npy|an den er bisher selbst nur nicht geglaubt. Pehrson Dahlsjö sah den Jüngling mit sehr ernstem Blick an,|an deːn ɛɾ bɪsheːɾ zɛlpst nuːɾ nɪçt ɡəɡlaʊpt. peːɾzoːn dɑːlsjøː zɑː deːn jyŋlɪŋ mɪt zeːɾ ɛɾnstəm blɪk an,
026098|german|german|german/meisterfloh/meisterfloh_0515.wav|spectrograms/026098.npy|linear_spectrograms/026098.npy|und die Leute ganz einhüllen in Kreaturen, vor denen sie sich entsetzten, wie das dem Pöbel eigen. Aber,|ʊnt diː lɔøtə ɡants aɪnhylən ɪn kɾeːatuːrən, fɔɾ deːnən ziː zɪç ɛntzɛtstən, viː das deːm pøːbəl aɪɡən.  ɑːbɜ,
024339|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1383.wav|spectrograms/024339.npy|linear_spectrograms/024339.npy|Flüchtig hingesehen, erschienen die weißen Linien wie ein Flug Wildgänse, die in einer Landschaft über Baum und Hügel hinflogen.|flyçtɪç hɪnɡəzeːən, ɛɾʃiːnən diː vaɪsən liːnɪən viː aɪn fluːk vɪldɡɛnzə, diː ɪn aɪnɜ landʃaft yːbɜ baʊm ʊnt hyːɡəl hɪnfloːɡən.
025429|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2473.wav|spectrograms/025429.npy|linear_spectrograms/025429.npy|empfand er mit einemmal das Schweigen zwischen sich und der alten Dame|ɛmpfant ɛɾ mɪt aɪnɛmɑːl das ʃvaɪɡən tsvɪʃən zɪç ʊnt dɛɾ altən dɑːmə
024377|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1421.wav|spectrograms/024377.npy|linear_spectrograms/024377.npy|Zugleich kam ein Straßenverkäufer zu den beiden Malern und bot ihnen ein Spielzeug an:|tsuːɡlaɪç kɑːm aɪn ʃtɾɑsənfɜkɔøfɜ tsuː deːn baɪdən mɑlɜn ʊnt boːt iːnən aɪn ʃpiːltsɔøk an:
029421|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0756.wav|spectrograms/029421.npy|linear_spectrograms/029421.npy|in denen er, wie er sagte, seit seiner frühen Jugend gearbeitet, er beschrieb die große Tagesöffnung|ɪn deːnən ɛɾ, viː ɛɾ zɑːɡtə, zaɪt zaɪnɜ fryːən juːɡənt ɡəaɾbaɪtət, ɛɾ bəʃriːp diː ɡɾoːsə tɑɡeːzœfnʊŋ
028099|german|german|german/meisterfloh/meisterfloh_2516.wav|spectrograms/028099.npy|linear_spectrograms/028099.npy|Peregrinus' Ohr auf dem Kopfkissen saß, noch immer glaubt er, daß durch ihn Prinzessin Gamaheh belebt worden ist. Fürwahr,|peːrɛɡɾiːnʊs oːɾ aʊf deːm kɔpfkɪsən zɑːs, nɔx ɪmɜ ɡlaʊpt ɛɾ, das d??ç iːn pɾɪntsɛsiːn ɡɑmɑːeː bəleːpt vɔɾdən ɪst. fyɾvɑːɾ,
024682|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1726.wav|spectrograms/024682.npy|linear_spectrograms/024682.npy|wie kommt das, daß Fräulein Hasenauge dreitausend Geschichten allein vom Mondaufgang über Ishiyama erzählen kann?|viː kɔmt das, das frɔølaɪn hɑzənaʊɡə dɾaɪtaʊzənt ɡəʃɪçtən alaɪn fɔm mɔndaʊfɡaŋ yːbɜ ɪshiːjɑmɑː ɛɾtsɛːlən kan?
025851|german|german|german/meisterfloh/meisterfloh_0268.wav|spectrograms/025851.npy|linear_spectrograms/025851.npy|der Heilige Christ schickt frommen Kindern seine Gaben! Der Buchbinder öffnete ganz erschrocken|dɛɾ haɪlɪɡə kɾɪst ʃɪkt frɔmən kɪndɜn zaɪnə ɡɑːbən!  dɛɾ bʊxbɪndɜ œfnətə ɡants ɛɾʃrɔkən
024134|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1178.wav|spectrograms/024134.npy|linear_spectrograms/024134.npy|die Schreckensnachricht, daß der Kronprinz Nikolaus von einem japanischen Polizisten in Ozu am Biwasee angefallen|diː ʃrɛkənsnaxrɪçt, das dɛɾ kɾɔnpɾɪnts niːkoːlaʊs fɔn aɪnəm japɑnɪʃən poːliːtsɪstən ɪn oːtsuː am biːvazeː anɡəfalən
027216|german|german|german/meisterfloh/meisterfloh_1633.wav|spectrograms/027216.npy|linear_spectrograms/027216.npy|Sollte auch vielleicht noch etwas mehr dahinterstecken, so ist es wohl jetzt nicht an der Zeit, das weiter zu untersuchen.|zɔltə aʊx fɪlaɪçt nɔx ɛtvɑːs meːɾ dɑːhɪntɜʃtɛkən, zoː ɪst ɛs voːl jɛtst nɪçt an dɛɾ tsaɪt, das vaɪtɜ tsuː ʊntɜzuːxən.
023950|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0994.wav|spectrograms/023950.npy|linear_spectrograms/023950.npy|Und jetzt lesen alle unsere Männer und verstehen die Sprache der Bäume wie Ihr.|ʊnt jɛtst leːzən alə ʊnzrə mɛnɜ ʊnt fɛɾʃteːən diː ʃpɾɑːxə dɛɾ bɔømə viː iːɾ.
025455|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2499.wav|spectrograms/025455.npy|linear_spectrograms/025455.npy|in die Welt der entgegengesetzten Begriffe befördern kann, ohne daß wir dabei daran zugrunde gehen oder erst sterben müssen.|ɪn diː vɛlt dɛɾ ɛntɡeːɡənɡəzɛtstən bəɡɾɪfə bəfœɾdɜn kan, oːnə das viːɾ dɑːbaɪ dɑːran tsuːɡɾʊndə ɡeːən oːdɜ eːɾst ʃtɛɾbən mysən.
024346|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1390.wav|spectrograms/024346.npy|linear_spectrograms/024346.npy|Der Baum lebt wohl hier irgendwo und der Hügel auch irgendwo, denn nichts ist Zufall auf der Welt.|dɛɾ baʊm leːpt voːl hiːɾ ɪɾɡɛndvoː ʊnt dɛɾ hyːɡəl aʊx ɪɾɡɛndvoː, dɛn nɪçts ɪst tsuːfal aʊf dɛɾ vɛlt.
